Horodateur,Âge,Genre,Quel est votre code postal ?,Occupation,Faites vous du vélo ?,Pour quels motifs ?,Possédez vous votre vélo ?,Quel type de vélo utilisez vous ?,Quel est votre type de vélo ?,1. Comment noteriez vous cette route ?,2. Comment noteriez vous cette route ?,3. Comment noteriez vous cette route ?,4. Comment noteriez vous cette route ?,5. Comment noteriez vous cette route ?,6. Comment noteriez vous cette route ?,7. Comment noteriez vous cette route ?,8. Comment noteriez vous cette route ?,9. Comment noteriez vous cette route ?,10. Comment noteriez vous cette route ?,11. Comment noteriez vous cette route ?,12. Comment noteriez vous cette route ?,13. Comment noteriez vous cette route ?,14. Comment noteriez vous cette route ?,15. Comment noteriez vous cette route ?,16. Comment noteriez vous cette route ?,17. Comment noteriez vous cette route ?,1 [Plus important],1 [Moins important],2 [Plus important],2 [Moins important],3 [Plus important],3 [Moins important],4 [Plus important],4 [Moins important],5 [Plus important],5 [Moins important],6 [Plus important],6 [Moins important],7 [Plus important],7 [Moins important],8 [Plus important],8 [Moins important],9 [Plus important],9 [Moins important],10 [Plus important],10 [Moins important],Avez vous des remarques concernant les aménagements cyclables et sur votre pratique (ou non) du vélo en ville ? (que changeriez vous et pourquoi ? avez vous déjà été impliqué dans des situation dangereuses ?)
17/07/2025 15:31:01,18 à 24 ans,Homme,69100,Étudiant·e·s,Tous les jours ou presque,Domicile - Travail,Non,"Vélo en libre service musculaire, Vélo en libre service électrique",,5,5,4,2,3,5,1,3,4,3,5,3,2,2,1,2,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
17/07/2025 15:31:39,18 à 24 ans,Femme,94160,Étudiant·e·s,Une ou plusieurs fois par mois,Loisir,Oui,Vélo personnel musculaire,VTT,5,5,4,3,4,3,3,4,4,4,5,1,3,3,3,1,5,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"À Paris c’est catastrophique : vrai manque de piste/bande cyclable donc on se sent pas en sécurité. Toutefois il y a plusieurs projets d’aménagement notamment de transformation des voies de bus en piste cyclable (du coup le trafic bus/voiture sont sur la meme voie, concrètement cf avenue de Paris à Vincennes)"
17/07/2025 15:42:01,18 à 24 ans,Femme,69120,Étudiant·e·s,Moins d'une fois par mois,Loisir,Oui,Vélo personnel musculaire,Vélo de Route,5,4,3,1,2,3,2,3,3,3,4,1,2,2,1,2,4,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 15:57:19,18 à 24 ans,Femme,69120,Étudiant·e·s,Jamais,,Non,Je ne fais pas de vélo,,4,5,3,2,4,5,2,2,3,2,4,1,2,2,2,3,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 15:58:02,18 à 24 ans,Homme,69120,Étudiant·e·s,Une ou plusieurs fois par semaine,Loisir,Oui,Vélo personnel musculaire,Vélo de Route,5,4,3,1,5,5,2,2,5,2,5,3,1,1,1,2,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 16:03:39,65 à 69 ans,Homme,69100,"Cadres, professions intellectuelles supérieures",Tous les jours ou presque,Domicile - Travail,Oui,Vélo personnel musculaire,Vélo Pliable,5,4,4,3,5,4,1,3,5,4,4,4,5,5,3,1,5,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
17/07/2025 16:04:15,18 à 24 ans,Homme,59000,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, + globalement pour tous mes trajets",Oui,Vélo personnel musculaire,VTT,5,4,5,3,5,5,3,4,5,4,2,2,4,4,3,3,3,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le plus dangereux c'est les piétons, ils ont conscience des voitures et font attention à ca, mais ils oublient trop souvent les vélos... pour moi il y plus de risques d'accidents à proximité de piétons qu'à proximité de voitures."
17/07/2025 16:06:30,18 à 24 ans,Femme,,Étudiant·e·s,Une ou plusieurs fois par mois,"Domicile - Travail, Loisir",Oui,"Vélo personnel musculaire, Vélo en libre service musculaire, Vélo en libre service électrique","Vélo de Route, VTT",5,3,4,2,3,5,2,3,5,3,5,4,4,3,3,3,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 16:09:31,25 à 34 ans,Femme,59800,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,Vélo de ville (type Hollandais),4,5,3,3,4,4,4,4,3,4,5,2,4,3,4,2,4,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,Le nombre de voies de voitures,"Les priorités de passage devrait être données au vélo et/ou piéton. A Marcq-en-Baroeul, Avenue de la République, la piste cyclable traverse un bon nombre de carrefours. Ces carrefours nous arrêtent toutes les 3min pour s'arrêter 3min. Résultat : tous les hommes se pressent pour prendre des risques tandis que les femmes attendent (c'est une caricature mais c'est la tendance!). Mais toujours est-il que ça motive des comportements dangereux alors qu'on devrait prioriser les vélos!!! 

A noter qu'en plus, les gros SUV et leur gabarit imposant prennent beaucoup de place sur la route, pour les étroites il est parfois difficile de se faire une place à droite de la route. Et deuxièmement pour certains ils ne nous voient pas ! 

Pour finir, dans une atmosphère qui est de plus en plus chaude, avec des pots d'échappements toujours aussi nombreux, l'environnement est très important. A Marcq Avenue de la République, les arbres absorbent tant bien que mal les gazs et nous rafraichissent. 

En espérant que tu m'aies reconnue :))"
17/07/2025 16:20:33,25 à 34 ans,Femme,69003,"Cadres, professions intellectuelles supérieures",Tous les jours ou presque,Domicile - Travail,Oui,Vélo personnel musculaire,VTT,5,5,2,2,5,5,2,2,5,2,5,4,4,3,3,2,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Juste une remarque, ce que je trouve dangereux en vélo ce sont les places de stationnement à côté des pistes cyclables. Les voitures pour se garer sont obligées de la traverser en oubliant des fois que des vélos peuvent passer. Ou lorsque la voiture est garée l'ouverture de la portière côté piste cyclable qui peut être très dangereux."
17/07/2025 16:22:25,18 à 24 ans,Homme,69100,Étudiant·e·s,Une ou plusieurs fois par semaine,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,Vélo de Route,4,4,4,3,5,3,3,3,4,4,4,3,3,3,3,3,3,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
17/07/2025 16:22:30,18 à 24 ans,Femme,69330,Étudiant·e·s,Une ou plusieurs fois par semaine,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,Vélo de ville (type Hollandais),5,5,4,3,5,4,2,3,4,3,5,2,3,3,3,2,5,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,La vitesse des voitures qui roulent sur la route,La pente de la route,La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"A titre personnel, je trouve que l'idée des voies partagées bus + vélo est moyenne car les bus sont toujours plus rapides que les vélos (le bus est gêné par le vélo et le cycliste est stressé), mais ils sont également plus lourds ce qui diminue la maniabilité en cas de situation d'urgence (distance de freinage, virage d'urgence etc.)"
